pid,class_label
475e1ba2a31eea85f3cf770c439d9e998b8b3665,9
de54707ec61e6debf6a82a8613ad399c5a39f9d9,10
9fd4d0bbfe96fcceb122400177b20af0d0b89761,1
88dfd3324516ac276966df4bf099dfac7aa4cfc4,8
61e8e062559d92a55b187893994691a07a825b8e,7
e966ba4eea396fd4b7e2b679093d19cd971a31bd,3
d656c67c6b6d23d61154ccf96ec290e102772c5b,7
5255fe1a379035ffa6513b297d8d8110517c6341,2
308ec0a1c019d2628fec96d44edda750dce01a40,1
26369fc59f2f44332f72ead8d51990b6590440c1,9
c5e7a6876f9853b889b9b178e4cb7bbed01b8109,7
62db6a3702641ed1122dc2fa628acf174ac4af37,0
877448a53c752f75debe032467bfa7e1db8b96ce,9
00dc0de6cd9a111b92afebf9b07afde4211f5d46,9
96113720b9f030c460db89f7bc98224910f7060b,3
87c4b1e03fc470c7566196c7c1c6dae939239786,7
63fbb5a41c30258fe103c96a59755ad9d7982dc6,1
254850e3787647836b3874338158477088b02257,0
0a7ae60a121b8c921f400d2f1f8b61b9a97ddb14,2
22e284057ea9a52b6940e782a4cc6164060c8e34,7
c8c7f6e84364d73fb752b44bc50f7595c3c84da6,5
8ff5eb9fe8095bf287dc23aec38f4981923da4a4,5
fd39be6a1cc3ac8ccb1f710f0d5a34bed3a1cc32,4
20f49221fdcd98119192ea2bb171bd613af608ea,4
9850867e073c75e729e61f5574eebef267f4280f,0
61c50157b986ff1adc638545b2959222039e22bf,0
5ec07ca9e07ffee0692e03d11824e5106015b85a,7
0d312b1db80cf5339aef4fe582ea79303ac44302,9
db36cc2caf74bfd3c25112537dcd5666ce9953e1,0
692a517c8f6a95ce244c77f3dabd64859ca1dda9,10
2b4d2bdf54310bd523a974696e2dbe629339ff88,0
8234336e8032dbd3054517481c2c0095f034380d,1
776571aea28d995308273d1127fdfc225e8452fe,4
b5e5b8259d6314c340d32426a872534e30555805,0
590d4c5faa06ca63e5e96aab00632365af9b3c1f,0
52c11a0e4acc64cc7a04200608673de285c890be,0
47f69fbd380a105b23dde0f2a53513911a485c0b,8
f24b79f1f15df1149d79f8a83b3a7092db5d0abf,0
e6a71f16f0798f74769ad2bbcbc23e07e9c35ce7,9
1c76f5a685fb3d2c0905dd4b0426be239a1c390f,0
ca681091e83ab777eaab8e371065519aa75a3218,0
544e3f7c236b9c6f21825e905e16e746292bad74,8
dfd5db502483600d9a90ab3d737c0d7c8c0abf4c,9
56ecab39e5850b4da2b4339c43ec5981ba86cfdd,9
16d6614e0af270a4edd2ce91589932b4ea3e0fc6,9
05ca82a482982ea6a4eb86b08f5f6ad499b6da9d,9
d2091e08d17ae627028c3fa57d9a12bf3809fb1e,0
52ef3204f11051ea6904a58a69bb6b361c45985a,9
a6ae853349b2a5fa7af86b4c563091c592fe75a1,9
bd265b36a0144d09442e2a0e5b2a0151bbd6aa26,0
ba97efad8be6a4c7f9a1a6ca07333483c21032b0,8
82ca2bcb5220ade0abe956876094bee7961f3fc1,0
a77afb1f0e71d52b067a4b552062b42d1d574a13,7
840b6e6983c76cf630e780c4835b91b14cc54c8d,2
c8c7e1c9cfd3023ca194987e2700a6d695807f79,3
e21a2364e2f36add8d01db7f5be498f0775301d2,10
ae34aca58e80f2eaf55031b5974eb983d989c4cd,7
893b2d68e6ec3b62d6940bcdd1cb8e13613c223f,0
91fac575d9c501a5a5ce02ed194da108d25f4de9,0
7a934791c7a8f9e38eaa56eba1906703160f0df2,9
620177352a6dc5ca511c374454fb38a62717d106,6
52989ca0a7c2f4e6c2867ec228b79906fd21b1bf,10
46118c774801c01f1e4ced25c1b6ef879ef1eaae,7
d2513c11b6d344b0153c3fb0da6d73b4ba43207d,4
efdaba9c260361c4ccf85b2ee675b9446fc75bcb,5
714d7f2580c3deccf299fa0133d6d2140a982306,1
016631763e8bf0e2c566107e1c4d137a33058888,0
269d050386721763ac38cf0ed39c0440d4016c59,9
550e4b77e44507fdd2de60354ed304182b87a1e1,2
92350c474cd4f9fd71d3a30efed44e6cfcd415d2,0
463b652f442997ed7089da389d4f7bb5f6ddfa38,0
596e0113bbf47a566c917f159106c49fd72456e8,9
746ae936a4f76ef3d92e6c3f2d6a445520a97b6b,2
eb3e689cdfcbdd38289e6807d93057e55de994a5,1
19e56514ac9e02019156f2626e6eb8f620d754dc,0
1cf8c87c6a91df74af181361295540ff7b794aac,10
b3a5d7ed2a8541e099767e778c01118df516dd65,2
1daaeccc3829b511c0d90858800e7c832d73ea5a,7
1e8faf67c270c60b450306b61a2af5a6008edb63,0
6e4cd6db58bc0f00d4fb49e4a41a23c1b0d99a50,0
b9a1a50c9b3733b5e814470cc0dcafd3df91452d,6
5f68c2f5cf5edf905e284b97effee8289c03e9cf,2
3d183001317c30ac08467b0fed8e0909365d12fe,9
5885e53b0231712e36ce0db5d3628ccd7cd7b692,7
1e315f1930d17e98c35e2a2ca319e3fbb9d410b5,2
d808483e38e85924ad4049ec483ee710292558c1,0
ba53e9d7029c980cfdc4d23cb721844b7705e969,9
3d85c97f2c18156d2952c19458d191ba2c5cd53f,7
24ab6fab63e15fc6c2c710424d10d1899be37c55,3
c03b94f889eb32293a2427cafff158d2f9665e93,0
67a364b86739a738507384fdff6c481197c976ba,9
18638bea12e0a5fccbce12098f48e5aba3403d94,9
c5f2dfba80ba94433af2a238efca5fb6c5e16b49,9
0b9cd26d3cf091e7ff396faef6f28b956846679d,0
dc0f432fc92656e4b58b5980caa9d6e3ce745cbe,9
501a21ccb28ebc53049227711bc2a68577bc35b2,9
9881f7e10e9d2204efc00b2ea69c453cbda963fb,3
e3d9287af44c6790cf2264a8dfc78dda1984fe36,3
c2c2fb6456f0a7ff249e5cdac51b8915a774fc2f,3
5b59bb44dceb202c062719ca7a0754f96eb0a255,7
354a4b21fd5f28bbad29245712e6132b598fb6a8,0
dd500713d0c5510a6454a63080d0df232742d94e,7
c8d5a2073dffb5576d72dba1ba1fcf0d10722559,0
a1ca5b16ce56f46bcd45ed103d859d82a8434a45,0
d6878ac598e92e651c1e03d310e38e32e0f7d392,0
5ced5d553425c9b74fc070a91cbc5a22634315d3,9
79ac38d23dde4f11c6f464d726545bb425d7fc4f,3
3cff03c660bc040c59bbcecdcd151965740f8e47,8
9ec12184ce68c9c3c8b99516cd621e2ba742f36e,10
4aa202218aefc541a9372a690ca5975f2f4e5f8d,3
1260a2185696c63a9307f478f588502cd9598517,9
3b2a4a39c6a77d6ba19764c0a12807c2871c6b0b,9
22612802c5fbe7e9254d19b85506ca22237b2b29,10
3e3a938289417f1784aae96c6d413033455a38df,8
dbf2ddff495cf4851feb6d33a8e01bef73d24856,0
7f14460b71841bc18f801cd02012200ee3f608a6,9
e52385f7ccf1753cb7700f0d5f3af15966e3c20b,0
acb985c1ddba52c1a76703f435af3c1c87b6df0c,0
851f23427a6c0c817a90ccc2aeafe33573c812c9,0
6d7268c64ac63e37b341edc8a1800df07537feef,9
3d802c1d0cab4759bea333e315e0a7784105812d,9
9a94a553cc4c724f405003b2b9438039cf7b2ba7,0
134694a0323523f6fa54a852722438716e00c474,0
b8d6f9de82e99a08249f4eae9949d4bbb576faff,0
ab4b1bd196fbcd8659a525425cf1d50a716edd11,0
31b08ab4c8d0528781c791f0f566d8ad628d5a11,7
57ffafa24c70aae59c65df0ae3040556fd45c83a,9
ddd402cbec7b3dcef7596ec3dc97fd07a4c0bd0c,9
d40b0515d67e843c8d1a51bf99ba9c201f0f2dfb,1
f03d33e7c5f6f41a66d3c39af539164a147c0649,7
3c9c1bfb8853b89ae10d09c4de2461a3f3801897,7
a4c2d9c303275896766d879dba04229cc1fcdcad,5
09915fcb5d34470e2f3b4fdae7daff1da0b754b2,0
9e9e2ec5891741864133f19d5718a720695a136f,9
68e9b696247ac6ba948c892a8c6af3a50fdbd754,6
ee379e4a6768dd0591ef4a651034ea07b5f66c0b,2
6b5443a398b5754319df658702a3c3b753273abe,0
9d337f454c327ee1be8ce17439992edb2cd4c5be,8
8206a4bd966c586f9ce1ffc9d0e0f990f3f61516,7
484ddcdb6c940f44882b2744c6580635d48e9865,9
1a4f0909b58bb4534bfcec1532f142e78d20c8e8,10
628256c1c8fa3c29a33677a506e06e5b7e5279dc,10
411e37e3571b0e74dc48fa8bbf820e13d9383d83,2
422f34bd389138499ad6c6fc447d235058cdc8c5,1
981fb58f404bd638e81a64de427159c2ddc55bbe,0
75b9a493cbb4ad13defd5ee88d36213816a872c1,7
3c2263eaf659661e121b3fa487849e9ddd1f5b09,10
6575f4f4c3b6bf4cc2ca3ce628d44a03fdc7a113,9
1562ec8f751ff8ef426bc4ff666610223aa062f1,9
96f5770560266a6e0c3e9a414dcb2ae848018942,1
7b2de6d381325babb2208740280e92fb6099d7cb,0
81779e9015a64276babfbc28837fc838afd69e25,9
b91bd159b7b39542a92cf099a05cbf4c79eb5826,9
213bc1bd9c5799c01d6ac5676d754a11ad4727db,10
8207d4966cee9cbee71750ab4c864a2d3c0b8f3b,0
55b0f23baa46993d0e36e31a53f74f41d8413a03,2
619fcfe8ac35b66dd54c321f98350ffe00dde717,10
3c5eafef009d1759334ebf90fa37ad1b1c60c24a,9
5254350aaf42066e8426df433ddb0b2a0ff06a1d,0
704d0165e4d3c53ace678bff602706f2d309a8ab,2
9ba6925bd3b5ae1db49f43ffd9d01f9ef70462e5,9
12b216a6dd575521c132594597cca10d753d8017,5
c37ad54c3475e76709318c1c1460f6a278a71491,0
0ae089f5cad262cbc634781863256cd7ac518ae1,2
47bb1254aa964c0dbcc99e7bbb2a8866b4844cdb,0
2c6c978e65d096dd4012bd2d6bb84d0e7fd31ec0,0
f36dafc6045b61dbaf9b5607535018d98310aca3,2
02db1ad1cab44183d006693d30b66daffca7f5f6,8
7067239cf2332218640983add393f1d6b0fd33bf,5
2bcdf45fd926e41a731090e593e94ca4748f8068,0
59b9313980f4f7afce4cc35f2a9a284d9c47ff9f,9
2e31e9a1b96dba62a0158310d16bbb1998a3a4bf,4
a33fa911b01ecdd18e78c4ae2d074ca92e20015b,1
863751e83b5d7837955db829631228b716bce0f3,7
24f1ca8162b83a121735e9559a52e2a0a4e9afe1,0
597ca1d718dd441da198690cb443b24408e8e3b2,10
c56b8fc52a878babef42b62a66a6d3da664f374d,0
2fa6829cc32063010c273cfeb766920edc5e74fb,0
e245b61a6dda30e5cf431d7ddf6a79c2605a0b17,0
2f49c5e09f3fef5ad028369bee9fb99b3ebdd8c7,0
83c975b6c82d2dcb167db382a8dcf67adfa1960d,3
ab077f25cc7c764abbacd66180d267d542293656,4
e9abf2b0b857218ae55327b508a46b5eac576e48,9
5158ebc230b5668f026b48713fb12c7f8947a86d,0
64dcf80ab1b7e356676009faf20231ccee7dd268,1
b6fdbe094b5e2e13719b0fad421eb62b191e4880,8
4e5b2ca39a085545688f3b62a818127cf76667f5,0
50e2b24a0555f43e42518dfa6ea708d061085158,9
50f0910fb01a09311ee924d7bb5669cf315e7b52,10
6e638c3e7245aa835650d8802ec5a6511e14be8a,7
2df56a8d4a6f7a693873d12bd10edb53055fdf93,3
0e2b20af0b6ee322e5689b6b39cc5836da731f81,7
f59b3595bbb835e36f83d9d017f287e8a595808d,9
f062ed74c3fdf9838e0a58e5f4809fd48603444b,0
2442dc88cf2b3da85fd2bcec58ebbc204c649c21,9
403f7259a028820f5d7788e9bfe970084fb9ba78,7
71d849e168432ecb6b10c5239788af492e37bcff,7
dcc695e64ba80c58fab4a00fd5208e4375e1fb48,0
35341c42cfda820e528837c9fd951c05e6f6bf13,9
d22c0fff351076606d4da1cfed6b745216236cff,7
d25c072099366640d2c2abc7abc3c4c9fdcf13b6,0
8617395d8d85ef79d8153813961859211c28e76c,2
056e2c785152db5a74be6cdf8265206498afef57,6
f68e10a711a8eed127df3dc02ac02b9f7d294184,10
cfee4a118d9bf03ebbb348ff5ae56608a4992f68,1
a08dd935e2b2318f40d0315795737c9394f5b6de,2
01959932b454a64b8ec3490b818f6ed375369045,7
30428fc7ea76bcf9fb2ad3bb4961008013e2648a,0
1e2ae166eb1da8692b12af2cacce69e46c4a95c2,10
07f1160fa765c8bec3f76e3ca894149a7a183c39,0
cc792ba0b8b0648507675f8abd6a22c322f8c3a9,10
bb268aebe0a94b2caa162b9830b86bc491ec3298,2
a4a5d5550311332e848a11d7abff8e0ce80db008,3
fccf0bca022e4cae28d6a192cdfe80a700a009d7,9
0b4e925778a1910ac01dfbac87c8f3ae07b6691b,8
7cb4efe99652ae25b6a3b2ae01345df44d1585c5,9
c364963eee7d329e01de9da741baece2e602df19,0
950597fa0618022c58c438b09c76911b0b588db4,2
c21425f135aba72bd93971fef7bc2f80f0ff70bd,8
13908934810c315896a1ed3c2214b7d3946972c5,9
26f2c1d30e9f005ef27ae1a2bbf83450966cf35e,9
d192ca0f62e10e7ab671c52467ad482ac8dddba0,9
8c409e78d7d2828c1b3804ff6a8926cb658b0cb5,9
c59c6ab5e840753ded88b409adaccb7cd811324c,5
4056e835251b4dc5c010888307121d9e503bdf57,3
2ea57234eb01f1cfec999a1d32e50f2e155500df,8
fa51d6714b335c763fd993d7d5fa7be961366796,7
ed4ca25a1769746e5778e347ffc610ceeaece476,0
06344bac19684e7587500c60bdf997bf79ae55f0,7
0f97d31d03ed41e68e46f590652f122f660f0ba2,9
178a6796c267545cc043c071b4b19354b243a39c,9
4f132c5375a78a044dff3e95704135e79181b159,0
ca079506a2141b127817fd140f6e6f1d6b037c61,10
751db5fefe4a9167bf874f29ea8a08357a600290,4
8971dd55909e4f9b9127db7e860950c77b6a24c4,2
b84aa9143090882217e2c3453cc11ef1c36798b7,7
92af685b6ccc988c13fd336941747381c0b82330,8
e94b808b9514ca6fe36344cc809dcf4163d31a37,0
62ac6d3501d05f2caf35a70cf8e47a3f47c453c8,9
382ef1a6fc466e2e7951f4b36a778f402a4c3356,8
f24641e5aa6cc3cd421ee991dcef7023e5c18423,10
b08e6c68dbcdd08d31a951a102701adb6943be8b,10
a15eb386ca41994888e7b798b8f86a823bacae8c,7
0a30a715303e846b58cbd7cc0ebf3f83088807e3,0
2880f4d801fd34007a4586360c5b673a6975ac82,8
65f013bae35f0828bec8efb50fc657c5aee7068e,9
537bb3ed412342b9085f93d222b098e8ff3dbf2f,9
274868ef1df8cfdb996fb9a81f3706e5f0926561,0
34c2b9d53a68192c0e1fe8bc6e61a5558d817d2c,0
d441b3b4e3fb84b79f20784bdcd0858cf76826d0,3
7f7fbb0288081417deb754a6f3545f2480a2f056,9
b72e7757e81040a16ff3679a3b578830709c3c08,2
1ff8e8dd1836edcfd8e50a2c4ac39b4198491439,0
6fe28f543d11f85d017f8a65fa47426c521844a9,8
1f550c163b78eaf6ab99d746b5f4c143858e44ca,7
6afc530ceeaecf4a977735bb1aaa8660a5080c0c,8
ee9800e3adfbf433309767279ab78615494a42f8,9
7f94baacae486a1d013a08737668abe4a5a4515e,5
474621d92cbecbc71320dbee146e9bdc3a933782,2
d90a79daa2e9253eef733da30208bd3ff028b3d9,0
9d9df3885a7b650a8de4b4bd7eaf455de9524684,9
52dccc06ae9ebc19a6d69217d559bd4de419d45a,2
b449524b2cec8352bb9ef59159c790d128470ad5,2
9c941cbbc8aabea0e6778c15754b632835471c4b,0
406bc67d063f9ca92258fa83a0376923e08a9243,1
d29c8ac8095dcb136dc4bd808bb47e2f1efdfad1,9
20f7c124e9ada7f0349138612ac6ef8dd2c2fb0c,7
b3860ed983b0e5bd1b6a2ae7f736ec8bbd79abda,2
421410b692b6808c3ec44d7e79b77a13d8cd5869,9
e8972482e34b0be75bc830fd220199a58e43954e,2
a44b665f2946caf069e6bbadf1699527cfb5abbb,0
fc29e4292f486513ed64425fb3641b7770588a50,7
55fd9f7cf7cc5f16d24066107105b023ae269010,5
d5b6106303b4357e117474bc3baf356fb7828f20,0
7a116a84b1921de8ea50769aea7da19bcf5acde1,10
d4d18ee24a648e5c4b55c45868a55ad30b19218b,9
e4eaa846f1ec483f665bfbeac65ca4dfa7aee05b,0
4cf868144ba2bc1f6589a8a85a534d3abe53c8b7,7
66ef9f82c5be592dc739f37da2c1a2f00c7991b3,8
5d19d6d7d7f412543c0a059744cd5e2f96a7a9d6,8
bd37a9c569b76b2ab84efdcd0c7b46ea14ee36d1,9
eb1b8015746f950078d6bd4fde6b0f1a33308680,9
888c0a1408045904fd8916668b8ba108a1124716,0
26b81878a73e6e52dbba75d2d494bc26313435ec,0
e040fc4cab9265ad41311cc6bc560b299296ff12,9
6c61f47d3b979900b412a65a922515c620355b39,9
d50e7a90eb0bb8322d3a84b7c173fd3efc362a91,8
aa50dbd65c2ff6770333234e70a3243380a6aa23,7
2b7cf7e2a23d14f59097eed2a0d445b635d63d57,7
91028d46ce0891b7a24a14e30f397d7ddfb6c5a5,9
838cca9390e472a697ffe9b92a263fb78b65aac5,7
151e4304ac8a89f765ff2aa9b7bcb84764c6c62f,8
246e295fb89837251cd7ef664eed4e11ed9e143f,9
43005fd88b9a30ddaeb15537f50e1be8c033a802,1
52cb069d2437f93c8247418ceb3d5f78178bb90c,8
f00bad15d85cf79be7bb70952b3de7fb5b916e79,9
f1f2eda64aed986103ad8e3785feabeee8a668a7,8
dad21ff0a560fdccd594a7bd43efabc7cc287779,0
7819411f4a95c585e110bbc228d941c73cf785e7,9
4c9d9e39e350f4b16843821a69ad2e230830581a,5
7ebcbde625bee0c392aa6b8588aacd48376ac4ce,8
2b76cb73edbe7269ae22503395ba56985d63f706,0
61586919434388d9f3aa16de7bcefe7655cde7d1,2
7192adc5287668c7e724bd13c52cdc8de3791a51,7
ecbfb5c189b6a91e37cee44efda9e6ff3e405c31,7
93e380fd55ae0701dae431f6e7bb47f96dee4c02,9
d8acb21eca5796fb38c1576b705a12b85bd943c0,7
d7b0989a4572fee9ae3f35764e3f18100952561b,3
c69f173511a5833b5e2784e6fcd105d795d56f13,10
c35d3f042a3025418f0b1b33b57864bdc0cdea71,9
7b782e3931565609266639ef990bf43238c325cb,2
fd3f7ae8a3f8d345d49ecebdcd5b570260df2f8e,6
5d48ea759194271b176a2e9a58a18d6e5306c1b7,2
0bc2a3d09706a8c068c6541e89949e665b65304c,9
223ae9fae5f6b88ed051203a31dd5afd3f671035,9
00e32a880cfd5478bd75ec174c2b7d23a2d374aa,0
012619c0c4cf6a18f7376cdf2a8d4c8a15a895a4,7
b76f8ae57c4d8ca6ace45389a83c018a0a2e5a35,2
d853dd5a8210fd86ed942792bc8469f1aae9077d,0
62f5f8a19b0810b38ddef00eb4c22749859a3ff5,7
c7dfb7adc617f00a142be0cbe0c2c93f92d4964a,5
ef516eca8dc335430c4048cdf9f7a1785e3b9fec,0
bdd1ed7d9717d0a4c5b3d276db38f3630b1f1635,9
dd13448e36c6d2b57deac1598235f61557bce872,0
5735d253db204de212d2713fc8d7b335a5a90a4c,9
553578945fb174fb001950f6bc4be618b9667e52,9
596d6bc4fa09d5d81a5c50bfba6c1763c14d4d8f,2
2201728d5adf6587174b5df186d4755a19bf1dee,10
9b0fc0c85c6ada415cb08a7cdcb1f0202d575607,0
3bb242d0c8b225f1f7b241a8e12b4cbd814c96d5,7
84bba4e1f1ce41fc3d681f7083994d93ce2c0631,7
52cc51c140aafcecd1a1151de8d44a3f3bd20da5,0
4d6b54285f22f2fd6b84f428c5c2db99fc5af52c,3
ab6372ed2ade9fc9db63752b611e9805a6335835,0
2f816332679451edd4378a37f4727cbe1f141a82,9
3ac922cf7fefa416ed27ac179a34bb916ecc4ba9,9
17897046ef8cecf38113fbd00b963dbe91f09eca,9
b0082df1e089530feb676c3213dc98a6d94c9477,3
b089434e99860ca6cb6aa591471dc5a71f6ab78c,1
99c9d4120c4f4aa32fe8de727b5f9136c47c2952,10
0b79adf4e49fb1e106c3de85c87e5ede5dbd234f,8
9f6e7d2153f68de7d05dd5061960a8a8065160fc,0
69f8016a9102116ec34c7cca7f3bca13861bc887,10
f688f9ae4ffef9e5518d1c0c4141a5cb3ee40f70,9
03dc013f4aee59e5b495b0348b13c81b7dde5998,2
82728a7cd0cad09cf3dbe01b0fa579a66b4875a6,3
5fe97c3f4c91656c7238061fd66311cf195b5e0a,2
c5ee0718a4f22142395b1d701972ec6ce4b1f2c2,2
339937eb71c7b78c4008361e04402e6c03648df5,10
092b4b37634b5694cc1b97dbb6cb462ee6ae0847,0
79b7639fd0d2400c3757764ef6039eeffedf7935,2
2846cb4b2767cef43b390788f6afb87d11c98996,9
94925bcec592f7ffc20c19595c42f054030668a5,7
3ed323d73cf1c5f33449551018fbdf1b7f223c74,2
858b98141e84ce807171bd504ee455dfd509fc4a,4
82269ee72b18d38ae9c7d556b800d2c028caede1,0
06c4979c1133e86893342dc547047e4872efecd6,2
e1e56eb24e6aca7f55f707ef6fec1a2ccc67ccbb,9
dc045e75ee82bde5bbbdfe1449d4de1d26988f1e,2
4a6f51a9fee020eee75977182fe24f0d64114253,0
acdaf9eacbdb36e35405f48173b03af185c3b751,0
bd363aafc29eef75da8150faf851a450da671d11,4
c33cea343c13b8883af40e0247838ab884b2b145,1
07e4c7385469e7a7f331d541c7c416f4c275ed02,3
89b659ad58a13fb5da30ed14c11a1b50213b6434,3
162de04f50cbf4cb8862da6e9a0e786e7c588aa2,0
161d572f8c87a5aea3ec3304199cb08beaa27553,5
1dd1223ce3cd61864228b81b68830ab0703e5ebe,10
f24ee3dcc47aa67cecbd02182b95e630f7959b8f,10
b2ce0fe3375334eafa720b1d1c206d373cfbef00,5
08fc7aa83f1910f600e8681776cf04a1a9ff87c0,10
ee2ad9ae1322bc294b0f0c8316c4d3cbb597fc59,10
1fd4c8c0178366b199b0d59597845342ceadca7f,0
00735281a87e7bc827adba3a59186be66eb4ab36,0
e5078e63220a1b1b0508f3c5edc5748121cb2292,8
608e80441987a9245e947f6db1f388a77dab4a62,9
3ddfcde34ef69c35ee1c94e4c2b905549474b22a,4
712bfaf3b82894d36383d99f7e0e25bf35992bf3,0
65939fb40c5208928cd8205ddd5319fcfb884ced,1
cf0c304c81e283505143569a85d25bfa65fc565f,7
edc95309582ef87273457ba1ed2179e34f716c0f,9
1a1eaaff4925ec96d45cde59924bfefca13837f7,7
254911086109f202f7af92d56366576632f0968a,9
4f9a1d3d4f34dd95d7d17002acfec1fb5a38bd6a,9
ad6f37fc012c365a12abaca9cd3b93c407fd1e4d,0
f7710967948642f7b819ab4836002566499c5c7d,3
b7093bad1ad9cd0681e09e74da0c11cd8363f7b1,9
158916133166ec98186a4567a2bdd953e9ba6b8a,0
6755b82aaff8a530ff4a177820618d4e4dd36b6c,2
b42eedc09f97f1e5c3b3539567f519acf16dec58,1
8a1394c2d5fe565797e42e9892c128618e79ba54,8
27ea834e8f121a99feeb4836d3da8a719011de7d,3
e1428591b8296da7e4740093ff4df4f580182b3a,8
68b48998eebf80389bbca6aa7d85726fdbfa74b0,9
24b78f3239692f267083395ac6c82504be49f515,9
25af1dee57ead7205a1a7a44d7a6400a9775bae8,9
123b25aebd7ff6bfc9035beb3cf4816242bd6bcc,0
282d90f87cb213caab3b65e907b240ba7e123586,9
5977ac388987ad99d2e6cf6ef915f442b900c02f,9
3d1f5476ca12dcd5cc6165cef78854b8cca26c26,8
b60d232eecab0071136d07cd1344e56518c8d2c2,2
d750ffe07cf6bbbc520fc850819cc721112a3352,8
eb9db6112073b0d6013e216a56a12041e7ad9e9a,7
01e0c2c4833aec8a1630ea78e9313893a59744c2,0
b077461359d4d8f3ede8fabe37971edcc89f0c8e,3
1e559d8b048722e93c8cc936fa9533e157878c9a,8
89152f5d93b10572e7ad5e7204fab5e67b6b8f5d,4
